age,reels_watch_time_hours,daily_screen_time_hours,scrolling_sessions_day,notifications_per_day,sleep_hours,physical_activity_hours_week,attention_span_score,focus_level,task_completion_rate,screen_time_severity,wellness_score,productivity_index,high_screen_time_flag,poor_sleep_flag,reels_to_screen_ratio,stress_level_encoded,gender_Female,gender_Male,gender_Non-Binary,gender_Other,location_Rural,location_Suburban,location_Urban,platform_Instagram Reels,platform_TikTok,platform_YouTube Shorts,age_norm,reels_watch_time_hours_norm,daily_screen_time_hours_norm,scrolling_sessions_day_norm,notifications_per_day_norm,sleep_hours_norm,physical_activity_hours_week_norm,attention_span_score_norm,focus_level_norm,task_completion_rate_norm
17,5.85,15.23,11,46,4.95,4.1,6.07,4.99,28.4,0.8141,0.4723,0.5052,1,1,0.3841,3,0,1,0,0,0,1,0,0,1,0,0.069,0.8,0.945,0.5263,0.5476,0.0802,0.4545,0.3218,0.4377,0.2779
24,3.43,9.98,8,23,5.42,3.7,6.86,4.31,25.6,0.5191,0.5554,0.4972,1,1,0.3437,3,0,1,0,0,0,1,0,1,0,0,0.3103,0.4512,0.57,0.3684,0.2738,0.1679,0.4091,0.4582,0.3557,0.2356
28,2.17,7.29,2,7,7.46,4.8,8.57,7.11,50.0,0.3222,0.728,0.7546,0,0,0.2977,1,1,0,0,0,0,0,1,0,0,1,0.4483,0.2695,0.3779,0.0526,0.0833,0.5485,0.5341,0.7532,0.6935,0.6042
19,3.89,9.77,10,46,8.07,0.5,7.29,4.56,33.5,0.5592,0.4413,0.5524,1,0,0.3982,2,1,0,0,0,0,0,1,1,0,0,0.1379,0.5175,0.555,0.4737,0.5476,0.6623,0.0455,0.5324,0.3859,0.355
36,2.35,8.54,4,18,6.29,3.9,7.06,4.99,29.3,0.3834,0.6119,0.5434,1,0,0.2752,2,1,0,0,0,0,1,0,0,0,1,0.7241,0.2955,0.4671,0.1579,0.2143,0.3302,0.4318,0.4927,0.4377,0.2915
40,3.13,7.86,6,33,6.22,4.6,6.63,3.58,18.9,0.4295,0.5834,0.4363,0,0,0.3982,3,1,0,0,0,0,0,1,0,1,0,0.8621,0.4079,0.4186,0.2632,0.3929,0.3172,0.5114,0.4185,0.2676,0.1344
19,4.18,8.96,11,42,5.71,7.0,6.63,4.04,30.2,0.565,0.6276,0.4975,1,1,0.4665,3,0,0,1,0,0,1,0,1,0,0,0.1379,0.5593,0.4971,0.5263,0.5,0.222,0.7841,0.4185,0.3231,0.3051
18,4.49,10.67,14,56,7.02,3.5,6.83,4.46,37.2,0.6549,0.4863,0.5472,1,0,0.4208,2,1,0,0,0,0,1,0,0,1,0,0.1034,0.604,0.6193,0.6842,0.6667,0.4664,0.3864,0.453,0.3738,0.4109
43,1.36,5.92,3,19,8.4,5.1,9.78,6.86,49.1,0.2532,0.7303,0.7844,0,0,0.2297,1,1,0,0,0,1,0,0,0,0,1,0.9655,0.1528,0.28,0.1053,0.2262,0.7239,0.5682,0.962,0.6633,0.5906
23,3.5,7.55,7,16,5.12,4.1,7.04,3.85,19.5,0.4522,0.5855,0.4628,0,1,0.4636,2,0,1,0,0,0,1,0,0,1,0,0.2759,0.4613,0.3964,0.3158,0.1905,0.1119,0.4545,0.4892,0.3002,0.1435
15,4.95,9.1,8,36,7.74,3.5,7.15,6.18,27.5,0.5811,0.5833,0.5826,1,0,0.544,2,0,1,0,0,1,0,0,0,1,0,0.0,0.6703,0.5071,0.3684,0.4286,0.6007,0.3864,0.5082,0.5813,0.2644
29,3.51,9.51,8,28,6.64,4.3,7.06,6.07,37.8,0.5117,0.6043,0.616,1,0,0.3691,2,0,1,0,0,0,1,0,0,1,0,0.4828,0.4627,0.5364,0.3684,0.3333,0.3955,0.4773,0.4927,0.568,0.4199
23,4.22,8.14,14,51,8.43,4.2,7.26,5.21,34.7,0.5767,0.5817,0.5797,1,0,0.5184,2,1,0,0,0,0,0,1,0,1,0,0.2759,0.565,0.4386,0.6842,0.6071,0.7295,0.4659,0.5272,0.4643,0.3731
25,4.03,13.45,9,22,8.15,0.10000000000000009,7.22,5.4,43.8,0.649,0.5141,0.621,1,0,0.2996,2,1,0,0,0,0,1,0,1,0,0,0.3448,0.5377,0.8179,0.4211,0.2619,0.6772,0.0,0.5203,0.4872,0.5106
32,2.59,4.15,6,29,7.56,4.5,8.4,5.88,54.6,0.3069,0.6412,0.7222,0,0,0.6241,3,1,0,0,0,0,0,1,0,0,1,0.5862,0.3301,0.1536,0.2632,0.3452,0.5672,0.5,0.7239,0.5451,0.6737
21,4.11,9.47,11,60,7.94,8.899999999999999,8.33,6.64,56.7,0.5739,0.717,0.7556,1,0,0.434,2,1,0,0,0,0,0,1,0,1,0,0.2069,0.5492,0.5336,0.5263,0.7143,0.6381,1.0,0.7118,0.6368,0.7054
39,1.45,3.75,2,0,9.4,4.1,9.11,6.28,40.3,0.1939,0.7942,0.7053,0,0,0.3867,1,1,0,0,0,0,0,1,0,0,1,0.8276,0.1658,0.125,0.0526,0.0,0.9104,0.4545,0.8464,0.5933,0.4577
32,2.95,8.93,6,22,6.27,5.4,6.36,3.33,22.7,0.4463,0.6559,0.4327,1,0,0.3303,3,0,1,0,0,0,0,1,1,0,0,0.5862,0.382,0.495,0.2632,0.2619,0.3265,0.6023,0.3719,0.2375,0.1918
43,1.04,2.0,5,29,8.62,4.2,10.0,8.22,61.8,0.1575,0.667,0.8914,0,0,0.52,1,1,0,0,0,0,0,1,0,0,1,0.9655,0.1067,0.0,0.2105,0.3452,0.7649,0.4659,1.0,0.8274,0.7825
32,3.64,8.96,11,32,6.7,3.4,8.06,7.05,35.9,0.5352,0.5568,0.6791,1,0,0.4062,3,0,0,0,1,0,0,1,1,0,0,0.5862,0.4814,0.4971,0.5263,0.381,0.4067,0.375,0.6652,0.6862,0.3912
17,4.23,9.01,12,39,7.2,5.2,5.44,4.78,23.8,0.579,0.6203,0.4574,1,0,0.4695,1,1,0,0,0,0,0,1,1,0,0,0.069,0.5665,0.5007,0.5789,0.4643,0.5,0.5795,0.2131,0.4124,0.2085
35,1.53,6.39,3,0,8.62,5.0,9.56,8.19,64.6,0.2743,0.802,0.8859,0,0,0.2394,1,0,1,0,0,0,1,0,0,0,1,0.6897,0.1773,0.3136,0.1053,0.0,0.7649,0.5568,0.9241,0.8237,0.8248
26,2.53,7.43,8,31,8.19,3.1,8.05,6.63,40.2,0.4056,0.6013,0.6805,0,0,0.3405,1,0,1,0,0,1,0,0,1,0,0,0.3793,0.3214,0.3879,0.3684,0.369,0.6847,0.3409,0.6635,0.6356,0.4562
33,3.15,9.59,6,41,7.9,5.5,8.9,6.69,39.7,0.4738,0.6497,0.7104,1,0,0.3285,2,0,1,0,0,1,0,0,1,0,0,0.6207,0.4108,0.5421,0.2632,0.4881,0.6306,0.6136,0.8102,0.6428,0.4486
19,3.82,10.41,9,23,5.84,4.5,6.4,3.85,30.3,0.5614,0.6017,0.4829,1,1,0.367,3,1,0,0,0,0,0,1,0,0,1,0.1379,0.5074,0.6007,0.4211,0.2738,0.2463,0.5,0.3788,0.3002,0.3066
35,2.16,5.08,5,31,8.48,4.1,7.43,6.0,40.2,0.2964,0.6509,0.6359,0,0,0.4252,2,0,1,0,0,1,0,0,1,0,0,0.6897,0.2681,0.22,0.2105,0.369,0.7388,0.4545,0.5565,0.5596,0.4562
36,3.34,8.98,8,30,6.69,5.3,5.79,3.48,27.7,0.4891,0.6383,0.4379,1,0,0.3719,2,1,0,0,0,0,0,1,1,0,0,0.7241,0.4382,0.4986,0.3684,0.3571,0.4049,0.5909,0.2735,0.2556,0.2674
32,2.52,5.66,4,19,7.86,4.5,8.53,7.91,58.7,0.3208,0.6876,0.8165,0,0,0.4452,1,0,1,0,0,0,0,1,0,1,0,0.5862,0.32,0.2614,0.1579,0.2262,0.6231,0.5,0.7463,0.79,0.7356
26,3.78,10.26,13,54,7.51,2.2,5.98,4.63,34.8,0.5954,0.4597,0.5142,1,0,0.3684,2,0,1,0,0,0,0,1,1,0,0,0.3793,0.5016,0.59,0.6316,0.6429,0.5578,0.2386,0.3063,0.3943,0.3746
22,3.55,8.97,12,35,7.19,4.4,9.05,8.58,50.5,0.5405,0.6027,0.8267,1,0,0.3958,1,0,1,0,0,1,0,0,0,1,0,0.2414,0.4685,0.4979,0.5789,0.4167,0.4981,0.4886,0.8361,0.8708,0.6118
39,3.27,5.59,1,19,9.07,0.9,8.33,7.05,67.0,0.3305,0.5888,0.811,0,0,0.585,1,0,1,0,0,0,0,1,0,0,1,0.8276,0.4281,0.2564,0.0,0.2262,0.8489,0.0909,0.7118,0.6862,0.861
18,3.62,10.65,10,55,6.2,3.5,7.39,5.63,36.5,0.5663,0.4608,0.6065,1,0,0.3399,3,1,0,0,0,0,1,0,0,1,0,0.1034,0.4786,0.6179,0.4737,0.6548,0.3134,0.3864,0.5496,0.5149,0.4003
34,2.18,6.79,3,4,8.33,5.3,9.69,6.8,48.5,0.3202,0.7892,0.7767,0,0,0.3211,1,1,0,0,0,1,0,0,0,0,1,0.6552,0.271,0.3421,0.1053,0.0476,0.7108,0.5909,0.9465,0.6561,0.5816
27,2.4,7.57,10,29,7.35,4.2,7.97,6.7,53.6,0.4219,0.622,0.7329,0,0,0.317,1,0,0,1,0,0,1,0,0,1,0,0.4138,0.3027,0.3979,0.4737,0.3452,0.528,0.4659,0.6497,0.644,0.6586
24,4.38,11.83,7,38,6.23,4.5,6.41,5.02,37.8,0.6078,0.562,0.5552,1,0,0.3702,3,0,1,0,0,0,0,1,0,1,0,0.3103,0.5881,0.7021,0.3158,0.4524,0.319,0.5,0.3805,0.4413,0.4199
31,2.3,4.07,4,38,8.33,5.1,7.68,5.92,54.1,0.2689,0.6599,0.6965,0,0,0.5651,1,1,0,0,0,0,1,0,0,0,1,0.5517,0.2883,0.1479,0.1579,0.4524,0.7108,0.5682,0.5997,0.5499,0.6662
21,5.51,9.98,14,60,5.83,4.0,7.36,4.38,31.2,0.694,0.4495,0.5393,1,1,0.5521,3,0,0,0,1,0,0,1,1,0,0,0.2069,0.751,0.57,0.6842,0.7143,0.2444,0.4432,0.5444,0.3641,0.3202
21,3.44,8.13,7,28,6.5,5.7,7.54,5.89,31.5,0.4634,0.6544,0.6015,1,0,0.4231,2,1,0,0,0,0,1,0,0,1,0,0.2069,0.4526,0.4379,0.3158,0.3333,0.3694,0.6364,0.5755,0.5463,0.3248
21,3.6,9.39,12,43,6.45,5.3,8.67,5.15,47.4,0.5537,0.5833,0.6768,1,0,0.3834,2,1,0,0,0,0,1,0,0,1,0,0.2069,0.4757,0.5279,0.5789,0.5119,0.3601,0.5909,0.7705,0.457,0.565
31,2.83,9.14,10,40,8.2,5.1,9.19,7.24,54.6,0.4849,0.6482,0.7992,1,0,0.3096,1,0,0,0,1,0,1,0,0,1,0,0.5517,0.3647,0.51,0.4737,0.4762,0.6866,0.5682,0.8602,0.7091,0.6737
43,2.07,7.61,8,46,6.85,6.7,7.19,4.67,33.7,0.3847,0.6419,0.5537,0,0,0.272,2,0,1,0,0,0,1,0,0,0,1,0.9655,0.2551,0.4007,0.3684,0.5476,0.4347,0.75,0.5151,0.3991,0.358
25,4.23,10.89,8,23,6.98,4.6,7.67,3.83,34.1,0.586,0.646,0.5416,1,0,0.3884,3,0,0,0,1,0,0,1,0,1,0,0.3448,0.5665,0.635,0.3684,0.2738,0.459,0.5114,0.5979,0.2978,0.364
21,3.71,9.06,7,9,5.92,5.2,6.36,4.04,29.3,0.5015,0.6821,0.4845,1,1,0.4095,3,0,1,0,0,0,0,1,0,1,0,0.2069,0.4915,0.5043,0.3158,0.1071,0.2612,0.5795,0.3719,0.3231,0.2915
36,3.13,7.99,10,37,7.49,5.4,9.32,7.42,65.7,0.4727,0.6456,0.8539,0,0,0.3917,1,1,0,0,0,0,0,1,0,0,1,0.7241,0.4079,0.4279,0.4737,0.4405,0.5541,0.6023,0.8827,0.7309,0.8414
18,4.02,9.78,11,60,6.65,1.8,6.8,4.12,41.6,0.5767,0.3921,0.5512,1,0,0.411,3,0,1,0,0,0,1,0,0,0,1,0.1034,0.5362,0.5557,0.5263,0.7143,0.3974,0.1932,0.4478,0.3328,0.4773
16,3.79,9.15,12,47,6.5,4.7,7.1,5.96,44.7,0.5582,0.5472,0.6406,1,0,0.4142,2,0,1,0,0,0,1,0,0,0,1,0.0345,0.5031,0.5107,0.5789,0.5595,0.3694,0.5227,0.4996,0.5547,0.5242
20,4.77,11.57,10,49,6.7,4.0,6.51,4.56,25.5,0.6529,0.5197,0.4936,1,0,0.4123,3,0,1,0,0,0,0,1,1,0,0,0.1724,0.6443,0.6836,0.4737,0.5833,0.4067,0.4432,0.3978,0.3859,0.2341
16,4.15,8.48,7,6,6.9,5.9,6.6,4.27,34.5,0.5114,0.755,0.5217,1,0,0.4894,3,0,1,0,0,0,0,1,0,1,0,0.0345,0.555,0.4629,0.3158,0.0714,0.444,0.6591,0.4133,0.3509,0.3701
24,4.71,12.97,12,65,6.22,2.6,6.09,4.16,29.2,0.7046,0.3904,0.479,1,0,0.3631,3,1,0,0,0,0,0,1,0,1,0,0.3103,0.6357,0.7836,0.5789,0.7738,0.3172,0.2841,0.3253,0.3376,0.29
34,2.19,3.44,5,12,5.05,8.1,6.12,4.63,38.4,0.257,0.7546,0.5333,0,1,0.6366,2,0,0,0,1,0,0,1,1,0,0,0.6552,0.2724,0.1029,0.2105,0.1429,0.0989,0.9091,0.3305,0.3943,0.429
39,3.65,9.36,7,22,7.77,5.0,8.38,6.55,40.6,0.5057,0.6933,0.6907,1,0,0.39,1,1,0,0,0,0,1,0,1,0,0,0.8276,0.4829,0.5257,0.3158,0.2619,0.6063,0.5568,0.7204,0.6259,0.4622
35,2.0,5.62,7,42,7.57,7.2,8.11,5.69,37.8,0.321,0.7013,0.639,0,0,0.3559,2,0,1,0,0,0,1,0,0,0,1,0.6897,0.245,0.2586,0.3158,0.5,0.569,0.8068,0.6739,0.5222,0.4199
37,1.62,5.88,3,16,7.22,6.4,10.0,7.41,51.7,0.2665,0.7503,0.8223,0,0,0.2755,1,1,0,0,0,0,0,1,1,0,0,0.7586,0.1903,0.2771,0.1053,0.1905,0.5037,0.7159,1.0,0.7296,0.6299
39,2.54,9.02,6,32,8.43,7.3,9.6,8.52,54.0,0.4259,0.7714,0.8576,1,0,0.2816,1,0,0,0,1,0,0,1,0,1,0,0.8276,0.3229,0.5014,0.2632,0.381,0.7295,0.8182,0.931,0.8635,0.6647
18,6.11,15.45,14,60,7.57,1.5,8.54,7.14,61.2,0.8639,0.4129,0.7988,1,0,0.3955,3,0,1,0,0,0,0,1,0,1,0,0.1034,0.8375,0.9607,0.6842,0.7143,0.569,0.1591,0.7481,0.6971,0.7734
19,4.17,7.96,10,42,5.89,5.2,5.47,3.45,20.3,0.5295,0.5631,0.3965,0,1,0.5239,3,1,0,0,0,1,0,0,0,0,1,0.1379,0.5578,0.4257,0.4737,0.5,0.2556,0.5795,0.2183,0.252,0.1556
27,3.08,7.36,8,26,7.65,4.6,7.76,6.71,42.8,0.4342,0.659,0.6834,0,0,0.4185,2,0,1,0,0,0,0,1,1,0,0,0.4138,0.4007,0.3829,0.3684,0.3095,0.584,0.5114,0.6135,0.6452,0.4955
16,3.56,9.03,6,16,6.52,4.6,6.82,5.4,35.5,0.4825,0.6547,0.5743,1,0,0.3942,3,1,0,0,0,0,1,0,0,0,1,0.0345,0.4699,0.5021,0.2632,0.1905,0.3731,0.5114,0.4513,0.4872,0.3852
39,3.05,10.38,9,31,7.67,3.5,7.78,5.63,32.0,0.5181,0.5986,0.6025,1,0,0.2938,1,1,0,0,0,0,0,1,0,0,1,0.8276,0.3964,0.5986,0.4211,0.369,0.5877,0.3864,0.6169,0.5149,0.3323
44,0.74,3.1,1,0,8.15,4.5,9.39,7.64,67.5,0.1284,0.7657,0.8715,0,0,0.2387,1,1,0,0,0,0,0,1,0,0,1,1.0,0.0634,0.0786,0.0,0.0,0.6772,0.5,0.8947,0.7574,0.8686
36,2.67,5.45,5,19,7.2,5.7,7.22,4.57,41.2,0.3338,0.7114,0.5806,0,0,0.4899,2,0,1,0,0,0,0,1,1,0,0,0.7241,0.3416,0.2464,0.2105,0.2262,0.5,0.6364,0.5203,0.3871,0.4713
24,3.4,8.78,8,30,5.48,4.2,6.25,4.79,42.8,0.4874,0.5522,0.561,1,1,0.3872,3,1,0,0,0,0,0,1,1,0,0,0.3103,0.4468,0.4843,0.3684,0.3571,0.1791,0.4659,0.3529,0.4136,0.4955
30,3.46,10.67,10,36,7.05,4.5,9.27,7.49,64.6,0.558,0.5981,0.8504,1,0,0.3243,1,1,0,0,0,1,0,0,0,1,0,0.5172,0.4555,0.6193,0.4737,0.4286,0.472,0.5,0.874,0.7393,0.8248
44,2.55,4.43,6,20,7.87,4.6,7.47,5.19,34.1,0.3117,0.6883,0.5839,0,0,0.5756,2,0,1,0,0,0,1,0,1,0,0,1.0,0.3243,0.1736,0.2632,0.2381,0.625,0.5114,0.5634,0.4619,0.364
27,3.64,7.65,9,36,6.25,3.7,6.33,4.18,23.4,0.4824,0.5383,0.4653,0,0,0.4758,3,0,1,0,0,0,1,0,0,1,0,0.4138,0.4814,0.4036,0.4211,0.4286,0.3228,0.4091,0.3667,0.34,0.2024
24,4.04,9.88,12,50,6.99,4.0,8.2,6.39,32.2,0.5903,0.5264,0.6455,1,0,0.4089,2,1,0,0,0,0,0,1,0,1,0,0.3103,0.5391,0.5629,0.5789,0.5952,0.4608,0.4432,0.6894,0.6066,0.3353
38,2.57,8.35,4,13,8.71,3.0,8.8,7.08,57.8,0.3908,0.6801,0.7923,1,0,0.3078,1,0,1,0,0,0,0,1,0,1,0,0.7931,0.3272,0.4536,0.1579,0.1548,0.7817,0.3295,0.7929,0.6898,0.7221
41,1.96,5.22,6,29,7.95,7.2,7.56,6.4,42.2,0.2988,0.7612,0.6628,0,0,0.3755,1,1,0,0,0,0,0,1,1,0,0,0.8966,0.2393,0.23,0.2632,0.3452,0.6399,0.8068,0.5789,0.6078,0.4864
30,4.21,9.5,12,45,8.08,1.0,7.83,7.0,40.2,0.5902,0.4648,0.6862,1,0,0.4432,1,1,0,0,0,1,0,0,1,0,0,0.5172,0.5636,0.5357,0.5789,0.5357,0.6642,0.1023,0.6255,0.6802,0.4562
36,2.64,6.16,7,37,8.44,4.1,6.76,5.41,48.5,0.3699,0.6281,0.6237,0,0,0.4286,1,1,0,0,0,1,0,0,0,1,0,0.7241,0.3373,0.2971,0.3158,0.4405,0.7313,0.4545,0.4409,0.4884,0.5816
40,0.3,4.16,1,8,8.52,4.3,7.91,6.34,47.9,0.1306,0.7424,0.6954,0,0,0.0721,1,1,0,0,0,0,0,1,0,0,1,0.8621,0.0,0.1543,0.0,0.0952,0.7463,0.4773,0.6393,0.6006,0.5725
24,3.91,10.04,11,31,5.96,4.2,6.35,4.12,38.2,0.5771,0.5656,0.5221,1,1,0.3894,3,1,0,0,0,0,0,1,0,0,1,0.3103,0.5204,0.5743,0.5263,0.369,0.2687,0.4659,0.3701,0.3328,0.426
29,3.31,8.49,7,29,7.76,6.3,7.44,4.09,40.2,0.4652,0.7191,0.567,1,0,0.3899,2,0,0,0,1,0,0,1,1,0,0,0.4828,0.4339,0.4636,0.3158,0.3452,0.6045,0.7045,0.5582,0.3292,0.4562
40,0.52,4.11,2,0,7.28,7.5,8.52,7.72,60.1,0.1515,0.8528,0.8148,0,0,0.1265,1,1,0,0,0,0,0,1,1,0,0,0.8621,0.0317,0.1507,0.0526,0.0,0.5149,0.8409,0.7446,0.767,0.7568
21,4.2,8.99,11,49,6.51,5.1,8.26,6.99,36.6,0.5669,0.5562,0.6867,1,0,0.4672,2,1,0,0,0,0,0,1,1,0,0,0.2069,0.5622,0.4993,0.5263,0.5833,0.3713,0.5682,0.6997,0.679,0.4018
17,2.69,9.48,8,46,7.05,3.6,7.23,5.25,35.0,0.4657,0.527,0.5812,1,0,0.2838,1,0,1,0,0,0,1,0,0,1,0,0.069,0.3445,0.5343,0.3684,0.5476,0.472,0.3977,0.522,0.4691,0.3776
21,2.84,7.72,8,40,7.72,3.9,7.38,7.68,55.3,0.43,0.584,0.7545,0,0,0.3679,1,0,1,0,0,0,1,0,0,1,0,0.2069,0.3661,0.4086,0.3684,0.4762,0.597,0.4318,0.5479,0.7622,0.6843
33,3.0,7.77,6,32,6.98,8.2,8.85,6.75,45.5,0.4201,0.7555,0.7337,0,0,0.3861,2,0,1,0,0,1,0,0,0,1,0,0.6207,0.3892,0.4121,0.2632,0.381,0.459,0.9205,0.8016,0.65,0.5363
44,0.61,4.86,4,19,6.84,3.7,8.28,6.35,54.6,0.1952,0.62,0.735,0,0,0.1255,1,0,1,0,0,0,1,0,0,0,1,1.0,0.0447,0.2043,0.1579,0.2262,0.4328,0.4091,0.7032,0.6018,0.6737
24,3.66,7.26,8,22,6.91,0.7,6.79,4.64,31.6,0.4638,0.4937,0.5303,0,0,0.5041,2,0,0,0,1,0,1,0,0,0,1,0.3103,0.4843,0.3757,0.3684,0.2619,0.4459,0.0682,0.4461,0.3955,0.3263
26,2.48,9.32,7,22,8.54,4.4,8.74,8.27,52.2,0.4401,0.697,0.8113,1,0,0.2661,1,0,1,0,0,0,0,1,1,0,0,0.3793,0.3142,0.5229,0.3158,0.2619,0.75,0.4886,0.7826,0.8334,0.6375
37,0.95,2.19,3,1,9.08,7.3,10.0,7.74,65.1,0.1373,0.9052,0.887,0,0,0.4338,1,0,0,1,0,0,0,1,1,0,0,0.7586,0.0937,0.0136,0.1053,0.0119,0.8507,0.8182,1.0,0.7695,0.8323
28,5.47,11.93,13,35,6.42,4.6,7.41,5.0,31.4,0.7306,0.5833,0.5643,1,0,0.4585,3,1,0,0,0,0,0,1,1,0,0,0.4483,0.7452,0.7093,0.6316,0.4167,0.3545,0.5114,0.5531,0.4389,0.3233
15,4.03,9.78,12,53,4.89,4.5,5.91,4.3,24.9,0.5872,0.4609,0.4608,1,1,0.4121,2,1,0,0,0,1,0,0,0,0,1,0.0,0.5377,0.5557,0.5789,0.631,0.069,0.5,0.2942,0.3545,0.2251
34,1.61,5.36,5,24,7.11,5.4,9.59,6.58,53.6,0.273,0.6785,0.7853,0,0,0.3004,1,1,0,0,0,0,0,1,1,0,0,0.6552,0.1888,0.24,0.2105,0.2857,0.4832,0.6023,0.9292,0.6295,0.6586
21,4.39,9.4,11,37,7.08,4.2,7.61,6.02,44.4,0.5876,0.5838,0.6595,1,0,0.467,2,0,1,0,0,0,0,1,0,0,1,0.2069,0.5895,0.5286,0.5263,0.4405,0.4776,0.4659,0.5876,0.562,0.5196
33,2.09,5.22,4,3,8.72,5.8,8.37,6.09,56.9,0.286,0.8263,0.7378,0,0,0.4004,1,0,1,0,0,0,0,1,0,0,1,0.6207,0.258,0.23,0.1579,0.0357,0.7836,0.6477,0.7187,0.5704,0.7085
36,3.38,7.27,7,37,8.24,3.4,9.04,6.09,40.0,0.4386,0.5935,0.6947,0,0,0.4649,1,1,0,0,0,0,1,0,0,0,1,0.7241,0.444,0.3764,0.3158,0.4405,0.694,0.375,0.8343,0.5704,0.4532
40,2.08,4.86,4,32,6.8,7.7,6.99,5.3,55.4,0.2765,0.7294,0.655,0,0,0.428,2,1,0,0,0,1,0,0,0,0,1,0.8621,0.2566,0.2043,0.1579,0.381,0.4254,0.8636,0.4806,0.4751,0.6858
28,2.77,8.19,6,35,6.39,2.5,7.73,5.86,49.6,0.4178,0.4997,0.6783,1,0,0.3382,2,0,1,0,0,1,0,0,1,0,0,0.4483,0.356,0.4421,0.2632,0.4167,0.3489,0.2727,0.6083,0.5427,0.5982
18,3.94,7.21,7,31,7.09,5.3,5.99,2.54,10.0,0.468,0.6489,0.3411,0,0,0.5465,3,0,1,0,0,0,1,0,0,1,0,0.1034,0.5247,0.3721,0.3158,0.369,0.4795,0.5909,0.308,0.1422,0.0
17,3.56,7.26,11,45,6.88,6.8,8.23,6.39,43.9,0.4883,0.6504,0.6926,0,0,0.4904,2,0,1,0,0,0,0,1,0,1,0,0.069,0.4699,0.3757,0.5263,0.5357,0.4403,0.7614,0.6946,0.6066,0.5121
17,3.84,8.45,7,24,4.98,4.3,6.86,3.86,25.5,0.4935,0.5598,0.4805,1,1,0.4544,3,1,0,0,0,0,0,1,1,0,0,0.069,0.5103,0.4607,0.3158,0.2857,0.0858,0.4773,0.4582,0.3014,0.2341
22,5.39,13.44,15,32,6.4,1.7,6.2,4.0,20.7,0.7839,0.4793,0.4436,1,0,0.401,3,0,1,0,0,0,0,1,0,0,1,0.2414,0.7337,0.8171,0.7368,0.381,0.3507,0.1818,0.3443,0.3183,0.1616
36,1.66,6.17,4,6,7.7,5.2,7.81,6.19,57.1,0.286,0.7558,0.7226,0,0,0.269,1,0,1,0,0,0,0,1,0,0,1,0.7241,0.196,0.2979,0.1579,0.0714,0.5933,0.5795,0.6221,0.5825,0.7115
30,4.52,10.78,11,37,5.92,4.8,7.36,4.3,36.3,0.6293,0.5663,0.5565,1,1,0.4193,3,0,1,0,0,0,1,0,1,0,0,0.5172,0.6083,0.6271,0.5263,0.4405,0.2612,0.5341,0.5444,0.3545,0.3973
17,5.17,11.11,15,56,6.54,4.4,6.78,5.06,40.2,0.7135,0.5047,0.5791,1,0,0.4653,3,1,0,0,0,0,0,1,0,0,1,0.069,0.702,0.6507,0.7368,0.6667,0.3769,0.4886,0.4443,0.4462,0.4562
25,4.52,11.37,10,37,7.19,2.0,7.21,3.43,28.0,0.6341,0.5012,0.487,1,0,0.3975,2,0,1,0,0,0,0,1,1,0,0,0.3448,0.6083,0.6693,0.4737,0.4405,0.4981,0.2159,0.5186,0.2495,0.2719
29,3.02,7.92,9,32,7.5,5.0,6.95,3.78,31.0,0.4549,0.648,0.5024,0,0,0.3813,1,1,0,0,0,0,0,1,0,1,0,0.4828,0.3921,0.4229,0.4211,0.381,0.556,0.5568,0.4737,0.2918,0.3172
36,1.56,4.61,5,10,7.01,6.4,10.0,6.48,53.9,0.2515,0.7643,0.7972,0,0,0.3384,1,0,1,0,0,1,0,0,0,0,1,0.7241,0.1816,0.1864,0.2105,0.119,0.4646,0.7159,1.0,0.6175,0.6631
25,3.02,6.88,6,31,7.48,6.2,7.73,5.68,45.3,0.3989,0.6981,0.6549,0,0,0.439,1,0,1,0,0,0,1,0,1,0,0,0.3448,0.3921,0.3486,0.2632,0.369,0.5522,0.6932,0.6083,0.521,0.5332
33,3.64,7.43,8,44,7.57,4.8,7.59,5.07,37.0,0.4669,0.5998,0.5952,0,0,0.4899,2,0,0,1,0,0,1,0,1,0,0,0.6207,0.4814,0.3879,0.3684,0.5238,0.569,0.5341,0.5841,0.4474,0.4079
18,5.04,9.36,13,59,5.22,2.9,6.47,3.25,33.9,0.6425,0.3882,0.4778,1,1,0.5385,3,1,0,0,0,0,0,1,0,1,0,0.1034,0.6832,0.5257,0.6316,0.7024,0.1306,0.3182,0.3909,0.2278,0.361
25,1.54,5.47,1,4,8.15,2.3,7.59,5.62,42.2,0.2319,0.6649,0.6356,0,0,0.2815,1,0,1,0,0,0,1,0,0,0,1,0.3448,0.1787,0.2479,0.0,0.0476,0.6772,0.25,0.5841,0.5137,0.4864
28,3.89,8.54,10,64,7.86,3.0,6.92,2.42,10.0,0.5285,0.4678,0.3693,1,0,0.4555,3,0,1,0,0,0,1,0,0,0,1,0.4483,0.5175,0.4671,0.4737,0.7619,0.6231,0.3295,0.4685,0.1277,0.0
35,2.83,5.43,7,28,7.34,6.4,10.0,6.12,62.7,0.3622,0.7117,0.8188,0,0,0.5212,2,1,0,0,0,0,1,0,0,1,0,0.6897,0.3647,0.245,0.3158,0.3333,0.5261,0.7159,1.0,0.574,0.7961
