user_id,age,reels_watch_time_hours,daily_screen_time_hours,scrolling_sessions_day,notifications_per_day,sleep_hours,physical_activity_hours_week,stress_level,attention_span_score,focus_level,task_completion_rate,age_group,screen_time_severity,wellness_score,productivity_index,high_screen_time_flag,poor_sleep_flag,reels_to_screen_ratio,stress_level_encoded,gender_Female,gender_Male,gender_Non-Binary,gender_Other,location_Rural,location_Suburban,location_Urban,platform_Instagram Reels,platform_TikTok,platform_YouTube Shorts,age_norm,reels_watch_time_hours_norm,daily_screen_time_hours_norm,scrolling_sessions_day_norm,notifications_per_day_norm,sleep_hours_norm,physical_activity_hours_week_norm,attention_span_score_norm,focus_level_norm,task_completion_rate_norm
5371,18,4.38,12.49,9,31,5.94,4.2,High,5.44,2.93,10.0,<18,0.6443,0.5649,0.336,1,1,0.3507,3,0,0,1,0,0,0,1,1,0,0,0.1034,0.5881,0.7493,0.4211,0.369,0.2649,0.4659,0.2131,0.1892,0.0
5372,32,3.18,7.14,9,36,6.66,2.0,High,8.17,4.21,41.2,26-35,0.4443,0.486,0.6008,0,0,0.4454,3,0,1,0,0,0,0,1,0,0,1,0.5862,0.4151,0.3671,0.4211,0.4286,0.3993,0.2159,0.6842,0.3436,0.4713
5373,31,2.3,7.8,5,33,7.7,3.0,Medium,8.13,5.67,35.2,26-35,0.3721,0.5729,0.6288,0,0,0.2949,2,1,0,0,0,0,0,1,0,0,1,0.5517,0.2883,0.4143,0.2105,0.3929,0.5933,0.3295,0.6773,0.5198,0.3807
5374,16,4.74,12.51,10,33,5.86,4.7,High,7.9,5.29,34.7,<18,0.6747,0.5746,0.605,1,1,0.3789,3,1,0,0,0,0,1,0,0,1,0,0.0345,0.64,0.7507,0.4737,0.3929,0.25,0.5227,0.6376,0.4739,0.3731
5375,30,4.69,9.72,13,64,5.65,3.7,Medium,9.67,8.1,57.4,26-35,0.6322,0.4171,0.8582,1,1,0.4825,2,1,0,0,0,0,1,0,1,0,0,0.5172,0.6328,0.5514,0.6316,0.7619,0.2108,0.4091,0.9431,0.8129,0.716
5376,19,4.7,10.59,13,45,6.64,1.2,High,6.54,4.91,28.5,18-25,0.6545,0.4217,0.5192,1,0,0.4438,3,1,0,0,0,0,0,1,0,1,0,0.1379,0.6342,0.6136,0.6316,0.5357,0.3955,0.125,0.4029,0.4281,0.2795
5377,30,4.73,12.75,7,14,5.15,5.3,High,6.03,3.7,22.7,26-35,0.6502,0.6409,0.4346,1,1,0.371,3,0,1,0,0,0,1,0,0,1,0,0.5172,0.6386,0.7679,0.3158,0.1667,0.1175,0.5909,0.3149,0.2821,0.1918
5378,28,2.34,7.63,5,30,7.19,7.7,Medium,8.97,7.31,44.2,26-35,0.3701,0.7504,0.7531,0,0,0.3067,2,0,1,0,0,1,0,0,1,0,0,0.4483,0.2941,0.4021,0.2105,0.3571,0.4981,0.8636,0.8223,0.7176,0.5166
5379,18,4.55,12.32,9,10,5.98,3.3,High,6.2,3.89,23.2,<18,0.6495,0.6059,0.4494,1,1,0.3693,3,1,0,0,0,0,1,0,1,0,0,0.1034,0.6126,0.7371,0.4211,0.119,0.2724,0.3636,0.3443,0.305,0.1994
5380,24,4.95,11.44,9,17,5.7,2.6,High,7.03,3.29,25.6,18-25,0.6496,0.5435,0.4661,1,1,0.4327,3,1,0,0,0,0,0,1,0,0,1,0.3103,0.6703,0.6743,0.4211,0.2024,0.2201,0.2841,0.4875,0.2327,0.2356
5381,42,2.52,6.94,7,2,7.19,4.6,Medium,7.73,4.2,24.5,36-45,0.3828,0.7285,0.5193,0,0,0.3631,2,0,1,0,0,0,0,1,1,0,0,0.931,0.32,0.3529,0.3158,0.0238,0.4981,0.5114,0.6083,0.3424,0.219
5382,24,4.2,13.03,13,56,8.09,4.5,High,5.72,4.34,34.1,18-25,0.6879,0.5636,0.4918,1,0,0.3223,3,0,1,0,0,0,0,1,1,0,0,0.3103,0.5622,0.7879,0.6316,0.6667,0.666,0.5,0.2614,0.3593,0.364
5383,24,3.27,9.48,11,60,7.92,4.8,Medium,8.41,5.63,53.0,18-25,0.5277,0.555,0.7072,1,0,0.3449,2,1,0,0,0,1,0,0,1,0,0,0.3103,0.4281,0.5343,0.5263,0.7143,0.6343,0.5341,0.7256,0.5149,0.6495
5384,27,2.9,11.34,8,46,6.48,4.2,Medium,7.1,4.74,38.8,26-35,0.5238,0.5304,0.5732,1,0,0.2557,2,1,0,0,0,0,0,1,1,0,0,0.4138,0.3748,0.6671,0.3684,0.5476,0.3657,0.4659,0.4996,0.4076,0.435
5385,23,4.14,9.01,9,22,5.78,3.9,High,6.42,3.31,27.9,18-25,0.5441,0.5796,0.4546,1,1,0.4595,3,0,0,0,1,0,0,1,0,1,0,0.2759,0.5535,0.5007,0.4211,0.2619,0.2351,0.4318,0.3822,0.2351,0.2704
5386,23,3.2,7.68,9,36,6.89,4.6,High,5.6,3.73,35.5,18-25,0.4589,0.5964,0.471,0,0,0.4167,3,1,0,0,0,0,0,1,1,0,0,0.2759,0.418,0.4057,0.4211,0.4286,0.4422,0.5114,0.2407,0.2857,0.3852
5388,31,1.36,5.07,3,0,7.82,6.4,Low,8.77,5.88,47.7,26-35,0.2319,0.8287,0.708,0,0,0.2682,1,1,0,0,0,0,0,1,0,0,1,0.5517,0.1528,0.2193,0.1053,0.0,0.6157,0.7159,0.7877,0.5451,0.5695
5389,21,2.84,9.13,10,29,6.75,4.4,Medium,7.79,4.81,39.4,18-25,0.4852,0.6086,0.6022,1,0,0.3111,2,0,0,0,1,0,1,0,1,0,0,0.2069,0.3661,0.5093,0.4737,0.3452,0.416,0.4886,0.6186,0.416,0.4441
5390,43,1.49,8.14,7,15,7.67,4.9,Low,9.45,7.31,50.9,36-45,0.3558,0.7108,0.7962,1,0,0.183,1,1,0,0,0,0,1,0,0,1,0,0.9655,0.1715,0.4386,0.3158,0.1786,0.5877,0.5455,0.9051,0.7176,0.6178
5391,20,4.39,13.14,9,32,6.33,1.8,High,5.99,4.37,19.2,18-25,0.6611,0.4807,0.4437,1,0,0.3341,3,0,1,0,0,0,0,1,0,1,0,0.1724,0.5895,0.7957,0.4211,0.381,0.3377,0.1932,0.308,0.3629,0.139
5392,36,5.11,11.47,12,38,5.8,4.2,High,7.66,4.82,17.0,36-45,0.6892,0.5349,0.5098,1,1,0.4455,3,0,1,0,0,0,0,1,0,1,0,0.7241,0.6933,0.6764,0.5789,0.4524,0.2388,0.4659,0.5962,0.4172,0.1057
5393,33,2.63,9.53,4,8,7.08,5.0,Low,6.67,5.21,43.6,26-35,0.4236,0.7189,0.594,1,0,0.276,1,1,0,0,0,0,1,0,1,0,0,0.6207,0.3359,0.5379,0.1579,0.0952,0.4776,0.5568,0.4254,0.4643,0.5076
5394,34,3.92,7.29,11,50,7.28,4.1,High,8.01,6.19,39.0,26-35,0.5089,0.5406,0.6584,0,0,0.5377,3,1,0,0,0,0,1,0,0,1,0,0.6552,0.5218,0.3779,0.5263,0.5952,0.5149,0.4545,0.6566,0.5825,0.4381
5395,20,5.34,12.64,13,46,5.68,4.4,High,7.04,4.98,33.4,18-25,0.7411,0.51,0.5585,1,1,0.4225,3,1,0,0,0,0,0,1,0,1,0,0.1724,0.7265,0.76,0.6316,0.5476,0.2164,0.4886,0.4892,0.4365,0.3535
5396,28,3.47,9.17,10,35,8.3,4.0,Medium,7.75,5.98,31.9,26-35,0.521,0.6263,0.6137,1,0,0.3784,2,1,0,0,0,0,0,1,1,0,0,0.4483,0.4569,0.5121,0.4737,0.4167,0.7052,0.4432,0.6117,0.5571,0.3308
5397,36,2.99,8.58,11,42,6.94,1.9,Medium,7.37,5.15,27.2,36-45,0.4898,0.4706,0.5518,1,0,0.3485,2,1,0,0,0,0,0,1,1,0,0,0.7241,0.3877,0.47,0.5263,0.5,0.4515,0.2045,0.5462,0.457,0.2598
5398,28,3.11,5.98,6,18,7.19,7.6,Medium,6.84,5.64,44.4,26-35,0.3814,0.7893,0.6187,0,0,0.5201,2,0,1,0,0,0,0,1,1,0,0,0.4483,0.405,0.2843,0.2632,0.2143,0.4981,0.8523,0.4547,0.5161,0.5196
5399,18,2.33,7.88,6,20,6.79,6.9,Medium,8.91,5.63,47.2,<18,0.3858,0.7405,0.7018,0,0,0.2957,2,1,0,0,0,1,0,0,1,0,0,0.1034,0.2926,0.42,0.2632,0.2381,0.4235,0.7727,0.8119,0.5149,0.5619
5400,38,0.4,2.0,4,8,7.88,7.4,Low,8.86,5.65,39.8,36-45,0.1121,0.8416,0.6717,0,0,0.2,1,0,1,0,0,0,0,1,0,0,1,0.7931,0.0144,0.0,0.1579,0.0952,0.6269,0.8295,0.8033,0.5173,0.4502
5401,24,4.12,9.34,9,15,6.89,3.0,High,5.73,2.6,10.9,18-25,0.5512,0.6085,0.3378,1,0,0.4411,3,1,0,0,0,0,0,1,0,1,0,0.3103,0.5506,0.5243,0.4211,0.1786,0.4422,0.3295,0.2632,0.1494,0.0136
5402,16,3.78,12.45,12,40,7.22,3.8,Low,6.49,6.37,42.6,<18,0.6402,0.5624,0.6259,1,0,0.3036,1,0,1,0,0,1,0,0,1,0,0,0.0345,0.5016,0.7464,0.5789,0.4762,0.5037,0.4205,0.3943,0.6042,0.4924
5404,31,0.65,4.82,2,23,9.36,7.7,Low,7.64,5.65,55.8,26-35,0.1764,0.8522,0.692,0,0,0.1349,1,0,0,1,0,0,0,1,0,1,0,0.5517,0.0505,0.2014,0.0526,0.2738,0.903,0.8636,0.5928,0.5173,0.6918
5405,21,2.65,9.49,6,26,5.84,5.4,High,7.13,3.61,28.5,18-25,0.4437,0.6264,0.4927,1,1,0.2792,3,1,0,0,0,0,0,1,1,0,0,0.2069,0.3387,0.535,0.2632,0.3095,0.2463,0.6023,0.5047,0.2713,0.2795
5406,26,3.64,9.48,8,31,7.89,2.8,Medium,8.53,6.42,49.2,26-35,0.5182,0.5789,0.7251,1,0,0.384,2,1,0,0,0,1,0,0,0,0,1,0.3793,0.4814,0.5343,0.3684,0.369,0.6287,0.3068,0.7463,0.6102,0.5921
5407,32,3.23,7.29,8,17,8.63,3.9,Low,9.18,5.12,40.2,26-35,0.4408,0.6984,0.6652,0,0,0.4431,1,1,0,0,0,1,0,0,0,1,0,0.5862,0.4223,0.3779,0.3684,0.2024,0.7668,0.4318,0.8585,0.4534,0.4562
5408,39,1.34,4.64,4,2,7.95,4.4,Low,7.9,6.5,44.1,36-45,0.2301,0.7475,0.6858,0,0,0.2888,1,1,0,0,0,0,0,1,0,0,1,0.8276,0.1499,0.1886,0.1579,0.0238,0.6399,0.4886,0.6376,0.6199,0.5151
5409,19,4.63,10.28,12,37,5.79,3.3,High,7.57,4.84,38.6,18-25,0.6329,0.5027,0.5924,1,1,0.4504,3,0,0,0,1,1,0,0,0,0,1,0.1379,0.6241,0.5914,0.5789,0.4405,0.2369,0.3636,0.5807,0.4196,0.432
5410,27,3.83,9.3,15,73,6.76,3.2,Medium,8.18,6.86,45.1,26-35,0.5942,0.4046,0.7126,1,0,0.4118,2,0,1,0,0,0,0,1,1,0,0,0.4138,0.5088,0.5214,0.7368,0.869,0.4179,0.3523,0.6859,0.6633,0.5302
5411,20,3.93,8.89,12,32,7.84,4.5,Low,7.6,7.34,56.9,18-25,0.5595,0.6404,0.7562,1,0,0.4421,1,1,0,0,0,1,0,0,0,0,1,0.1724,0.5232,0.4921,0.5789,0.381,0.6194,0.5,0.5858,0.7212,0.7085
5412,31,1.77,5.05,4,4,7.88,4.5,Low,8.36,6.16,49.0,26-35,0.2641,0.7418,0.7089,0,0,0.3505,1,1,0,0,0,1,0,0,0,0,1,0.5517,0.2119,0.2179,0.1579,0.0476,0.6269,0.5,0.717,0.5789,0.5891
5413,32,2.4,6.32,6,17,8.41,5.9,Medium,6.68,6.2,38.3,26-35,0.3506,0.7692,0.6094,0,0,0.3797,2,0,1,0,0,1,0,0,1,0,0,0.5862,0.3027,0.3086,0.2632,0.2024,0.7257,0.6591,0.4271,0.5837,0.4275
5414,18,3.31,10.75,9,29,7.37,4.6,Medium,7.69,5.28,42.7,<18,0.5417,0.6384,0.6287,1,0,0.3079,2,0,0,1,0,0,1,0,1,0,0,0.1034,0.4339,0.625,0.4211,0.3452,0.5317,0.5114,0.6014,0.4727,0.494
5415,19,4.68,10.31,16,51,7.45,4.5,High,7.54,3.87,28.7,18-25,0.6764,0.5587,0.5172,1,0,0.4539,3,0,1,0,0,0,1,0,1,0,0,0.1379,0.6314,0.5936,0.7895,0.6071,0.5466,0.5,0.5755,0.3026,0.2825
5416,27,0.62,3.39,2,14,7.48,7.5,Low,9.55,6.98,56.8,26-35,0.139,0.8099,0.811,0,0,0.1829,1,0,1,0,0,0,0,1,1,0,0,0.4138,0.0461,0.0993,0.0526,0.1667,0.5522,0.8409,0.9223,0.6778,0.7069
5417,35,0.47,3.21,1,2,8.41,4.5,Low,8.7,7.26,58.9,26-35,0.1162,0.7677,0.7997,0,0,0.1464,1,1,0,0,0,0,0,1,0,0,1,0.6897,0.0245,0.0864,0.0,0.0238,0.7257,0.5,0.7757,0.7116,0.7387
5418,29,2.03,7.77,8,31,8.29,5.7,Low,7.94,5.19,54.9,26-35,0.3864,0.7071,0.6823,0,0,0.2613,1,1,0,0,0,0,1,0,0,1,0,0.4828,0.2494,0.4121,0.3684,0.369,0.7034,0.6364,0.6445,0.4619,0.6782
5419,30,2.82,9.87,8,18,7.99,3.6,Medium,7.94,5.68,52.0,26-35,0.4826,0.6603,0.6886,1,0,0.2857,2,1,0,0,0,0,0,1,0,1,0,0.5172,0.3632,0.5621,0.3684,0.2143,0.6474,0.3977,0.6445,0.521,0.6344
5420,30,2.98,8.37,6,19,7.63,6.3,High,8.23,6.16,53.8,26-35,0.4339,0.7502,0.7233,1,0,0.356,3,0,1,0,0,0,1,0,0,0,1,0.5172,0.3863,0.455,0.2632,0.2262,0.5802,0.7045,0.6946,0.5789,0.6616
5421,18,4.15,8.65,9,33,5.77,3.1,Medium,7.65,4.95,37.2,<18,0.5356,0.5085,0.5937,1,1,0.4798,2,1,0,0,0,1,0,0,0,0,1,0.1034,0.555,0.475,0.4211,0.3929,0.2332,0.3409,0.5945,0.4329,0.4109
5422,24,3.57,10.7,7,27,6.78,3.9,High,6.89,3.53,36.0,18-25,0.5348,0.5971,0.5109,1,0,0.3336,3,0,1,0,0,0,1,0,0,1,0,0.3103,0.4714,0.6214,0.3158,0.3214,0.4216,0.4318,0.4633,0.2616,0.3927
5423,29,3.82,9.2,8,12,7.39,4.9,High,7.2,4.71,30.8,26-35,0.5211,0.7116,0.5441,1,0,0.4152,3,1,0,0,0,0,1,0,1,0,0,0.4828,0.5074,0.5143,0.3684,0.1429,0.5354,0.5455,0.5168,0.404,0.3142
5424,30,2.67,4.63,9,37,8.39,5.0,Medium,9.7,7.22,48.2,26-35,0.3533,0.6617,0.7911,0,0,0.5767,2,0,1,0,0,0,0,1,0,1,0,0.5172,0.3416,0.1879,0.4211,0.4405,0.722,0.5568,0.9482,0.7067,0.577
5425,19,4.69,8.67,10,56,5.81,5.9,Medium,6.61,4.66,32.2,18-25,0.576,0.5378,0.5271,1,1,0.5409,2,1,0,0,0,0,0,1,0,1,0,0.1379,0.6328,0.4764,0.4737,0.6667,0.2407,0.6591,0.415,0.3979,0.3353
5426,24,6.16,14.01,15,51,5.7,2.5,High,7.37,4.59,25.0,18-25,0.8407,0.4181,0.5228,1,1,0.4397,3,0,1,0,0,0,0,1,0,1,0,0.3103,0.8447,0.8579,0.7368,0.6071,0.2201,0.2727,0.5462,0.3895,0.2266
5427,19,5.23,13.09,14,41,6.47,6.3,High,7.05,5.14,34.0,18-25,0.7563,0.6305,0.567,1,0,0.3995,3,0,1,0,0,0,1,0,1,0,0,0.1379,0.7106,0.7921,0.6842,0.4881,0.3638,0.7045,0.4909,0.4558,0.3625
5428,30,3.38,10.54,11,62,7.95,5.6,Medium,8.37,4.96,40.5,26-35,0.5603,0.5804,0.6323,1,0,0.3207,2,0,1,0,0,0,1,0,0,0,1,0.5172,0.444,0.61,0.5263,0.7381,0.6399,0.625,0.7187,0.4341,0.4607
5429,27,3.29,6.79,7,53,7.19,5.7,Medium,7.42,4.45,23.6,26-35,0.4216,0.5896,0.514,0,0,0.4845,2,1,0,0,0,0,1,0,0,0,1,0.4138,0.431,0.3421,0.3158,0.631,0.4981,0.6364,0.5548,0.3726,0.2054
5430,28,1.92,5.02,7,17,7.67,4.1,Low,9.21,6.59,54.3,26-35,0.3016,0.6722,0.7751,0,0,0.3825,1,0,1,0,0,0,1,0,1,0,0,0.4483,0.2335,0.2157,0.3158,0.2024,0.5877,0.4545,0.8637,0.6307,0.6692
5431,38,1.49,7.21,1,0,8.25,3.6,Low,8.94,5.93,44.4,36-45,0.2726,0.7338,0.7028,0,0,0.2067,1,0,1,0,0,0,0,1,0,0,1,0.7931,0.1715,0.3721,0.0,0.0,0.6959,0.3977,0.8171,0.5511,0.5196
5432,31,2.66,8.93,7,29,6.81,4.5,Low,8.09,6.61,48.3,26-35,0.4403,0.6146,0.713,1,0,0.2979,1,1,0,0,0,0,0,1,1,0,0,0.5517,0.3402,0.495,0.3158,0.3452,0.4272,0.5,0.6704,0.6331,0.5785
5433,43,2.35,6.2,6,20,8.51,3.0,Low,10.0,6.02,43.9,36-45,0.3449,0.648,0.7411,0,0,0.379,1,0,1,0,0,1,0,0,0,1,0,0.9655,0.2955,0.3,0.2632,0.2381,0.7444,0.3295,1.0,0.562,0.5121
5434,33,2.27,5.67,5,26,7.86,5.6,Medium,8.37,6.13,41.2,26-35,0.3172,0.7058,0.6775,0,0,0.4004,2,1,0,0,0,1,0,0,0,0,1,0.6207,0.284,0.2621,0.2105,0.3095,0.6231,0.625,0.7187,0.5752,0.4713
5435,29,1.61,4.97,2,11,7.72,6.0,Low,8.7,7.22,55.3,26-35,0.2332,0.7702,0.784,0,0,0.3239,1,0,1,0,0,0,0,1,0,0,1,0.4828,0.1888,0.2121,0.0526,0.131,0.597,0.6705,0.7757,0.7067,0.6843
5436,21,4.1,9.84,8,32,5.69,4.5,High,4.97,1.65,13.5,18-25,0.5526,0.5642,0.2869,1,1,0.4167,3,0,1,0,0,0,1,0,0,0,1,0.2069,0.5477,0.56,0.3684,0.381,0.2183,0.5,0.132,0.0348,0.0529
5437,23,3.62,9.41,6,15,5.61,4.7,High,6.98,3.99,23.3,18-25,0.4953,0.63,0.4807,1,1,0.3847,3,1,0,0,0,0,0,1,0,1,0,0.2759,0.4786,0.5293,0.2632,0.1786,0.2034,0.5227,0.4789,0.3171,0.2009
5438,27,3.78,7.79,12,53,7.82,6.0,Low,6.57,3.35,26.2,26-35,0.5237,0.6237,0.4546,0,0,0.4852,1,1,0,0,0,1,0,0,0,0,1,0.4138,0.5016,0.4136,0.5789,0.631,0.6157,0.6705,0.4081,0.2399,0.2447
5439,19,3.41,8.53,9,34,7.46,3.0,Low,7.69,5.99,43.8,18-25,0.4917,0.5608,0.6588,1,0,0.3998,1,0,1,0,0,1,0,0,1,0,0,0.1379,0.4483,0.4664,0.4211,0.4048,0.5485,0.3295,0.6014,0.5584,0.5106
5440,34,0.51,5.4,1,32,8.53,5.4,Low,7.63,5.84,51.8,26-35,0.1732,0.7002,0.6828,0,0,0.0944,1,1,0,0,0,0,0,1,0,0,1,0.6552,0.0303,0.2429,0.0,0.381,0.7481,0.6023,0.591,0.5403,0.6314
5441,31,0.51,2.44,1,11,8.6,4.5,Low,8.27,7.63,51.8,26-35,0.0992,0.7423,0.7701,0,0,0.209,1,1,0,0,0,0,0,1,0,0,1,0.5517,0.0303,0.0314,0.0,0.131,0.7612,0.5,0.7015,0.7562,0.6314
5442,27,4.2,10.18,13,67,6.56,5.1,High,7.77,6.28,30.0,26-35,0.6166,0.4937,0.6178,1,0,0.4126,3,1,0,0,0,0,0,1,1,0,0,0.4138,0.5622,0.5843,0.6316,0.7976,0.3806,0.5682,0.6152,0.5933,0.3021
5443,44,2.31,7.17,4,13,8.44,6.1,Medium,8.28,4.99,44.4,36-45,0.3469,0.7924,0.6456,0,0,0.3222,2,0,1,0,0,0,0,1,0,0,1,1.0,0.2897,0.3693,0.1579,0.1548,0.7313,0.6818,0.7032,0.4377,0.5196
5444,25,2.91,8.12,8,17,6.61,6.8,Medium,9.6,6.2,34.0,18-25,0.4438,0.7409,0.6947,1,0,0.3584,2,0,1,0,0,0,0,1,0,0,1,0.3448,0.3762,0.4371,0.3684,0.2024,0.3899,0.7614,0.931,0.5837,0.3625
5445,33,1.9,7.23,6,32,5.78,4.9,Medium,7.78,6.18,40.0,26-35,0.3458,0.5832,0.6539,0,1,0.2628,2,1,0,0,0,0,0,1,0,0,1,0.6207,0.2306,0.3736,0.2632,0.381,0.2351,0.5455,0.6169,0.5813,0.4532
5446,21,4.76,12.45,11,37,7.21,4.4,Medium,5.96,5.04,30.8,18-25,0.6843,0.5963,0.5126,1,0,0.3823,2,1,0,0,0,1,0,0,1,0,0,0.2069,0.6429,0.7464,0.5263,0.4405,0.5019,0.4886,0.3028,0.4438,0.3142
5448,34,2.6,8.73,9,47,7.22,1.2,Low,7.45,6.79,47.7,26-35,0.4519,0.4351,0.6948,1,0,0.2978,1,0,1,0,0,1,0,0,0,0,1,0.6552,0.3315,0.4807,0.4211,0.5595,0.5037,0.125,0.56,0.6549,0.5695
5449,43,1.96,8.26,6,39,7.94,4.5,Low,8.32,7.09,59.0,36-45,0.3748,0.619,0.7806,1,0,0.2373,1,1,0,0,0,0,0,1,0,0,1,0.9655,0.2393,0.4471,0.2632,0.4643,0.6381,0.5,0.7101,0.691,0.7402
5450,26,2.63,5.58,5,26,8.99,1.5,Low,8.06,7.49,55.4,26-35,0.3349,0.5846,0.7718,0,0,0.4713,1,0,0,0,1,0,0,1,0,0,1,0.3793,0.3359,0.2557,0.2105,0.3095,0.834,0.1591,0.6652,0.7393,0.6858
5451,38,1.82,6.61,5,21,8.46,4.1,Low,9.37,6.59,58.3,36-45,0.3158,0.6859,0.7965,0,0,0.2753,1,1,0,0,0,0,0,1,0,0,1,0.7931,0.2191,0.3293,0.2105,0.25,0.7351,0.4545,0.8913,0.6307,0.7296
5452,24,3.44,6.42,12,61,7.39,5.4,High,6.75,3.46,33.9,18-25,0.4706,0.5563,0.4952,0,0,0.5358,3,1,0,0,0,0,0,1,0,1,0,0.3103,0.4526,0.3157,0.5789,0.7262,0.5354,0.6023,0.4392,0.2532,0.361
5453,30,3.12,10.31,11,46,7.15,5.6,High,6.26,4.08,40.2,26-35,0.5402,0.6092,0.5253,1,0,0.3026,3,1,0,0,0,0,0,1,1,0,0,0.5172,0.4065,0.5936,0.5263,0.5476,0.4907,0.625,0.3546,0.328,0.4562
5454,21,3.44,7.47,12,49,7.96,4.6,Low,8.17,5.93,35.1,18-25,0.4969,0.5879,0.6392,0,0,0.4605,1,0,1,0,0,1,0,0,1,0,0,0.2069,0.4526,0.3907,0.5789,0.5833,0.6418,0.5114,0.6842,0.5511,0.3792
5455,25,3.75,7.91,9,37,7.74,3.5,Medium,7.86,6.69,40.2,18-25,0.495,0.5797,0.676,0,0,0.4741,2,0,1,0,0,0,1,0,0,0,1,0.3448,0.4973,0.4221,0.4211,0.4405,0.6007,0.3864,0.6307,0.6428,0.4562
5456,21,3.64,11.0,11,31,7.98,2.0,Low,7.63,4.67,44.7,18-25,0.5862,0.5506,0.6124,1,0,0.3309,1,1,0,0,0,0,0,1,0,0,1,0.2069,0.4814,0.6429,0.5263,0.369,0.6455,0.2159,0.591,0.3991,0.5242
5457,27,2.2,7.31,2,0,7.19,2.1,Low,8.49,6.41,64.3,26-35,0.3243,0.6373,0.7828,0,0,0.301,1,0,1,0,0,0,0,1,0,1,0,0.4138,0.2739,0.3793,0.0526,0.0,0.4981,0.2273,0.7394,0.609,0.8202
5458,36,1.92,5.9,4,16,8.26,6.3,Low,9.38,6.26,39.0,36-45,0.2936,0.7832,0.7089,0,0,0.3254,1,1,0,0,0,0,0,1,1,0,0,0.7241,0.2335,0.2786,0.1579,0.1905,0.6978,0.7045,0.893,0.5909,0.4381
5459,20,3.79,10.25,8,25,5.56,2.5,High,6.17,4.26,25.1,18-25,0.5457,0.506,0.4693,1,1,0.3698,3,1,0,0,0,0,1,0,0,1,0,0.1724,0.5031,0.5893,0.3684,0.2976,0.194,0.2727,0.3391,0.3497,0.2281
5460,20,3.25,6.97,6,12,8.26,5.9,Low,7.52,6.65,39.6,18-25,0.4139,0.7818,0.6603,0,0,0.4663,1,1,0,0,0,1,0,0,0,0,1,0.1724,0.4252,0.355,0.2632,0.1429,0.6978,0.6591,0.572,0.638,0.4471
5461,32,3.53,5.65,14,68,6.84,4.9,Medium,7.92,5.94,44.0,26-35,0.4763,0.4921,0.6658,0,0,0.6248,2,1,0,0,0,0,1,0,1,0,0,0.5862,0.4656,0.2607,0.6842,0.8095,0.4328,0.5455,0.6411,0.5523,0.5136
5462,37,0.83,7.13,1,0,8.11,4.8,Low,10.0,8.26,52.7,36-45,0.2341,0.7761,0.857,0,0,0.1164,1,1,0,0,0,0,1,0,0,0,1,0.7586,0.0764,0.3664,0.0,0.0,0.6698,0.5341,1.0,0.8322,0.645
5463,39,2.09,5.75,5,14,7.75,8.1,Low,7.33,4.98,33.2,36-45,0.3093,0.8431,0.5679,0,0,0.3635,1,0,1,0,0,0,1,0,1,0,0,0.8276,0.258,0.2679,0.2105,0.1667,0.6026,0.9091,0.5393,0.4365,0.3505
5464,44,0.47,4.46,1,22,8.7,7.8,Low,9.77,9.02,63.6,36-45,0.1475,0.8364,0.9195,0,0,0.1054,1,1,0,0,0,1,0,0,1,0,0,1.0,0.0245,0.1757,0.0,0.2619,0.7799,0.875,0.9603,0.9239,0.8097
5465,17,5.25,13.81,12,57,7.34,4.6,Low,7.39,5.97,27.8,<18,0.7554,0.5373,0.5846,1,0,0.3802,1,0,1,0,0,0,1,0,0,1,0,0.069,0.7135,0.8436,0.5789,0.6786,0.5261,0.5114,0.5496,0.5559,0.2689
5466,19,4.25,10.03,10,49,4.9,3.9,High,5.48,3.47,20.2,18-25,0.5856,0.452,0.3972,1,1,0.4237,3,1,0,0,0,0,0,1,0,1,0,0.1379,0.5694,0.5736,0.4737,0.5833,0.0709,0.4318,0.22,0.2544,0.1541
5467,23,4.25,11.34,5,18,6.74,4.2,Medium,8.01,4.89,35.1,18-25,0.5684,0.6396,0.5959,1,0,0.3748,2,1,0,0,0,0,0,1,0,0,1,0.2759,0.5694,0.6671,0.2105,0.2143,0.4142,0.4659,0.6566,0.4257,0.3792
5468,19,3.55,12.86,5,10,6.73,3.4,Low,7.91,5.16,39.6,18-25,0.5677,0.6364,0.6199,1,0,0.276,1,0,1,0,0,0,1,0,1,0,0,0.1379,0.4685,0.7757,0.2105,0.119,0.4123,0.375,0.6393,0.4582,0.4471
5469,35,0.94,4.38,1,0,7.73,6.9,Low,7.34,5.83,43.4,26-35,0.1715,0.8452,0.6392,0,0,0.2146,1,1,0,0,0,0,1,0,0,0,1,0.6897,0.0923,0.17,0.0,0.0,0.5989,0.7727,0.541,0.5391,0.5045
5470,20,5.01,11.55,14,63,5.81,2.2,High,4.98,2.81,16.0,18-25,0.7056,0.3673,0.3392,1,1,0.4338,3,0,1,0,0,0,0,1,0,1,0,0.1724,0.6789,0.6821,0.6842,0.75,0.2407,0.2386,0.1337,0.1748,0.0906
5471,23,3.55,11.14,11,35,7.06,1.5,Medium,6.92,3.94,37.1,18-25,0.5847,0.4841,0.5311,1,0,0.3187,2,0,1,0,0,0,0,1,0,1,0,0.2759,0.4685,0.6529,0.5263,0.4167,0.4739,0.1591,0.4685,0.3111,0.4094
